fund_short_name,fund_name,register_number,price_type,tag,strategy
博孚利涵盈17号,博孚利涵盈17号私募证券投资基金,STJ324,2,{'company': ['中波FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
弘量润盈多策略B类,弘量润盈多策略私募证券投资基金B类份额,SG090B,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
汇利玖奕1号A类,汇利玖奕1号私募证券投资基金A类,LG401A,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '打板'}}"
合骥睿源500增强2号,合骥睿源500增强2号私募证券投资基金,SVC177,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '量价,高频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '高频,量价'}}"
量道CTA精选18号,量道CTA精选18号私募证券投资基金,SQU658,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
小松量化浪淘沙2号,小松量化浪淘沙2号私募证券投资基金,STW636,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '300指增', 'strategy_three': ''}}"
艾悉财赋6号,艾悉财赋6号私募证券投资基金,SVC512,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '中频,量价'}}"
蒙玺国证2000指数量化1号,蒙玺国证2000指数量化1号私募证券投资基金,SVA137,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '量价,高频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '2000指增', 'strategy_three': '高频,量价'}}"
量派300增强2号A类,量派300增强2号私募证券投资基金A类份额,ND172A,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '300指增,量价'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '300指增', 'strategy_three': '量价'}}"
鸣熙开阳6号,鸣熙开阳6号私募证券投资基金,SVB701,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': 'DMA', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '1000中性'}}"
水木博雅沪深300指数增强1号,水木博雅沪深300指数增强1号私募证券投资基金,SVA771,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
探融信天翁3号转债指数增强量化,探融信天翁3号转债指数增强量化私募证券投资基金,STV759,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}}"
添禄投资私募量化32号基金,添禄投资私募量化32号证券投资基金,SVC315,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
臻瓴致远多空对冲1号,臻瓴致远多空对冲1号私募证券投资基金,SVB072,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
迎水元宝9号,迎水元宝9号私募证券投资基金,STV603,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': ''}}"
九招柏瑞一号,九招柏瑞一号私募证券投资基金,SVA266,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': '中频'}}"
涵元阿尔法12号,涵元阿尔法12号私募证券投资基金,SVA785,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}}"
汇乾二柒,汇乾二柒私募证券投资基金,SVA621,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
润熙领航一号,润熙领航一号私募证券投资基金,STV790,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}}"
知行利他荣友稳健一期,知行利他荣友稳健一期私募证券投资基金,STU459,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '民间派,交易型'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': '交易型'}}"
翔云50二号,翔云50二号私募证券投资基金,SVB166,2,{'company': ['低波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}}"
安子极客多策略一号,安子极客多策略一号私募证券投资基金,SVA693,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,量价,高频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '高频,量价,500中性'}}"
进化虎鲨 1 号,进化虎鲨 1 号私募证券投资基金,SVA406,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
量道沪深300指数增强8号,量道沪深300指数增强8号私募证券投资基金,STV667,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '300指增'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}}"
子辰盛丰指数增强二号,子辰盛丰指数增强二号私募证券投资基金,STV625,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '空气指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
守朴价值6号,守朴价值6号私募证券投资基金,STT666,2,{'company': ['低波']},"{'company': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': '城投债'}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': '城投债'}}"
创奥投资量化股指A类,创奥投资量化股指私募证券投资基金A类份额,QY601A,2,{'company': None},"{'company': {'strategy_one': '其他策略', 'strategy_two': '其他', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
兆信期权中性2号A类,兆信期权中性2号私募证券投资基金A类,TB977A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
纽达投资可转债七号,纽达投资可转债七号私募证券投资基金,STV549,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': '量化'}}"
清哲理享指数动能,清哲理享指数动能私募证券投资基金,STV451,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '另类因子'}}"
理博万象1号,理博万象1号私募证券投资基金,STT813,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '基本面,低频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '低频,基本面'}}"
和棋尊享1号,和棋尊享1号私募证券投资基金,STU218,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': ''}}"
汇利玖奕4号,汇利玖奕4号私募证券投资基金,STT757,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
汇利玖奕3号,汇利玖奕3号私募证券投资基金,STT749,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
汇利玖奕2号,汇利玖奕2号私募证券投资基金,STT722,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
鸿熵恒润,鸿熵恒润私募证券投资基金,STH003,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '可转债套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '可转债套利', 'strategy_three': ''}}"
隽贤谷雨2号,隽贤谷雨2号证券投资私募基金,STT867,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}}"
丰润聚信一号,丰润聚信一号私募证券投资基金,STT854,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增,另类因子'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
玄元元中6号,玄元元中6号私募证券投资基金,STT228,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
致衍稳固2号,致衍稳固2号私募证券投资基金,STS199,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '衍生品'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '300指增', 'strategy_three': ''}}"
衍合1000指数增强1号,衍合1000指数增强1号私募证券投资基金,STQ512,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '中频,量价'}}"
博孚利多策略60号,博孚利多策略60号私募证券投资基金,STV494,2,{'company': ['交易型产品']},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': '跨期套利'}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利玉江郎1号,博孚利玉江郎1号私募证券投资基金,STV136,2,{'company': ['定制型FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
浑瑾岳杨,浑瑾岳杨私募证券投资基金,STS361,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
鸿熵爱玩量化1号,鸿熵爱玩量化1号私募证券投资基金,STH080,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
佳期海洋一期,佳期海洋私募证券投资基金一期,STU335,2,{'company': None},"{'company': {'strategy_one': '其他策略', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
兆天七彩云1号,兆天七彩云1号私募证券投资基金,STS742,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
展旗致远能源5号,展旗致远能源5号私募证券投资基金,STS362,2,{'company': ['中波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '能化'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '能化'}}"
平行公理同余3号,平行公理同余3号私募证券投资基金,STT099,2,{'company': ['中波']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权套利'}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': ''}}"
